source_text,tone,target_text,,,
I completely forgot about the meeting,poetic,The meeting slipped from my memory,,,
This decision could change everything,formal,This decision may alter everything,,,
This decision could change everything,informal,This decision can change everything,,,
This decision could change everything,poetic,This choice may reshape everything,,,
She handled the situation calmly,formal,She managed the situation calmly,,,
She handled the situation calmly,informal,She handled it calmly,,,
She handled the situation calmly,poetic,Calmness guided her through the moment,,,
I need to think about this carefully,formal,I need to consider this carefully,,,
I need to think about this carefully,informal,I need to think about this,,,
I need to think about this carefully,poetic,My thoughts must wander through this deeply,,,
We should not repeat the same mistake again,formal,We should avoid repeating the same mistake,,,
We should not repeat the same mistake again,informal,We shouldn’t make the same mistake again,,,
We should not repeat the same mistake again,poetic,Let us not walk the same wrong path again,,,
The result was better than I expected,formal,The result exceeded my expectations,,,
The result was better than I expected,informal,The result was better than I thought,,,
The result was better than I expected,poetic,The outcome rose beyond my expectations,,,
I don’t feel comfortable with this idea,formal,I am not comfortable with this idea,,,
I don’t feel comfortable with this idea,informal,I don’t like this idea,,,
I don’t feel comfortable with this idea,poetic,This idea unsettles my thoughts,,,
He explained everything very clearly,formal,He explained everything clearly,,,
He explained everything very clearly,informal,He explained everything well,,,
He explained everything very clearly,poetic,Clarity flowed through his explanation,,,
I want to improve myself every day,formal,I wish to improve myself daily,,,
I want to improve myself every day,informal,I want to get better every day,,,
I want to improve myself every day,poetic,Each day, I strive to grow within,,
I am ready to face any challenge,formal,I am prepared to face any challenge,,,
I am ready to face any challenge,informal,I’m ready for anything,,,
I am ready to face any challenge,poetic,I stand ready before every challenge,,,
ഞാൻ ഇത് ശരിയായി മനസ്സിലാക്കിയിട്ടില്ല,formal,I have not understood this properly,,,
ഞാൻ ഇത് ശരിയായി മനസ്സിലാക്കിയിട്ടില്ല,informal,I didn’t get this properly,,,
ഞാൻ ഇത് ശരിയായി മനസ്സിലാക്കിയിട്ടില്ല,poetic,Understanding has not yet reached me,,,
എനിക്ക് ഈ തീരുമാനത്തിൽ സംശയമുണ്ട്,formal,I have doubts about this decision,,,
എനിക്ക് ഈ തീരുമാനത്തിൽ സംശയമുണ്ട്,informal,I’m not sure about this decision,,,
എനിക്ക് ഈ തീരുമാനത്തിൽ സംശയമുണ്ട്,poetic,Doubt clouds this decision,,,
അവൻ കാര്യങ്ങൾ വളരെ വ്യക്തമായി പറഞ്ഞു,formal,He explained things clearly,,,
അവൻ കാര്യങ്ങൾ വളരെ വ്യക്തമായി പറഞ്ഞു,informal,He explained things well,,,
അവൻ കാര്യങ്ങൾ വളരെ വ്യക്തമായി പറഞ്ഞു,poetic,His words carried clarity,,,
നമ്മൾ വീണ്ടും അതേ പിഴവ് ആവർത്തിക്കരുത്,formal,We should not repeat the same mistake,,,
നമ്മൾ വീണ്ടും അതേ പിഴവ് ആവർത്തിക്കരുത്,informal,We shouldn’t repeat the mistake,,,
നമ്മൾ വീണ്ടും അതേ പിഴവ് ആവർത്തിക്കരുത്,poetic,Let us not repeat the same wrong path,,,
ഈ ഫലം ഞാൻ പ്രതീക്ഷിച്ചതിനേക്കാൾ മികച്ചതാണ്,formal,This result is better than I expected,,,
ഈ ഫലം ഞാൻ പ്രതീക്ഷിച്ചതിനേക്കാൾ മികച്ചതാണ്,informal,This result is better than expected,,,
ഈ ഫലം ഞാൻ പ്രതീക്ഷിച്ചതിനേക്കാൾ മികച്ചതാണ്,poetic,This outcome rises beyond expectation,,,
എനിക്ക് ഈ ആശയം ഇഷ്ടമല്ല,formal,I do not like this idea,,,
എനിക്ക് ഈ ആശയം ഇഷ്ടമല്ല,informal,I don’t like this idea,,,
എനിക്ക് ഈ ആശയം ഇഷ്ടമല്ല,poetic,This idea does not sit well in my heart,,,
ഞാൻ ഓരോ ദിവസവും മെച്ചപ്പെടാൻ ആഗ്രഹിക്കുന്നു,formal,I wish to improve every day,,,
ഞാൻ ഓരോ ദിവസവും മെച്ചപ്പെടാൻ ആഗ്രഹിക്കുന്നു,informal,I want to improve daily,,,
ഞാൻ ഓരോ ദിവസവും മെച്ചപ്പെടാൻ ആഗ്രഹിക്കുന്നു,poetic,Each day, I grow a little more,,
I don’t understand why this keeps happening,formal,I do not understand why this continues to happen,,,
I don’t understand why this keeps happening,informal,I don’t get why this keeps happening,,,
I don’t understand why this keeps happening,poetic,This repeating pattern confuses me,,,
He made a mistake but learned from it,formal,He made an error but learned from it,,,
He made a mistake but learned from it,informal,He made a mistake but learned,,,
He made a mistake but learned from it,poetic,His mistake became his teacher,,,
Life doesn’t always go as planned,formal,Life does not always proceed as planned,,,
Life doesn’t always go as planned,informal,Life doesn’t go as planned,,,
Life doesn’t always go as planned,poetic,Life flows beyond our plans,,,
Sometimes we need to accept reality,formal,At times, we must accept reality,,
Sometimes we need to accept reality,informal,Sometimes we just accept it,,,
Sometimes we need to accept reality,poetic,Reality asks for quiet acceptance,,,
I feel like something is missing,formal,I feel that something is lacking,,,
I feel like something is missing,informal,I feel something is missing,,,
I feel like something is missing,poetic,An emptiness lingers within me,,,
നിനക്ക് എന്തെങ്കിലും സഹായം വേണമെങ്കിൽ എന്നോട് പറയൂ,formal,If you need any help, inform me,,
നിനക്ക് എന്തെങ്കിലും സഹായം വേണമെങ്കിൽ എന്നോട് പറയൂ,informal,If you need help, tell me,,
നിനക്ക് എന്തെങ്കിലും സഹായം വേണമെങ്കിൽ എന്നോട് പറയൂ,poetic,If you seek help, let your voice reach me,,
അവൾ പിഴവുകളിൽ നിന്ന് പഠിച്ചു,formal,She learned from her mistakes,,,
അവൾ പിഴവുകളിൽ നിന്ന് പഠിച്ചു,informal,She learned from mistakes,,,
അവൾ പിഴവുകളിൽ നിന്ന് പഠിച്ചു,poetic,Her mistakes became her lessons,,,
ജീവിതം എല്ലായ്പ്പോഴും നമ്മുടെ പദ്ധതിപോലെ നടക്കില്ല,formal,Life does not always go as planned,,,
ജീവിതം എല്ലായ്പ്പോഴും നമ്മുടെ പദ്ധതിപോലെ നടക്കില്ല,informal,Life doesn’t go as planned,,,
ജീവിതം എല്ലായ്പ്പോഴും നമ്മുടെ പദ്ധതിപോലെ നടക്കില്ല,poetic,Life moves beyond our plans,,,
ഒരിക്കലെങ്കിലും നമുക്ക് യാഥാർത്ഥ്യം സ്വീകരിക്കേണ്ടി വരും,formal,At some point, we must accept reality,,
ഒരിക്കലെങ്കിലും നമുക്ക് യാഥാർത്ഥ്യം സ്വീകരിക്കേണ്ടി വരും,informal,Sometimes we have to accept reality,,,
ഒരിക്കലെങ്കിലും നമുക്ക് യാഥാർത്ഥ്യം സ്വീകരിക്കേണ്ടി വരും,poetic,Reality waits for our acceptance,,,
എനിക്ക് എന്തോ കുറവുണ്ടെന്ന് തോന്നുന്നു,formal,I feel something is missing,,,
എനിക്ക് എന്തോ കുറവുണ്ടെന്ന് തോന്നുന്നു,informal,I feel something is missing,,,
എനിക്ക് എന്തോ കുറവുണ്ടെന്ന് തോന്നുന്നു,poetic,Something feels absent within me,,,
I feel a bit uncertain about this decision,formal,I feel somewhat uncertain about this decision,,,
I feel a bit uncertain about this decision,informal,I’m not sure about this decision,,,
I feel a bit uncertain about this decision,poetic,Doubt quietly surrounds this choice,,,
He didn’t respond to my message,formal,He did not respond to my message,,,
He didn’t respond to my message,informal,He didn’t reply to me,,,
